"id" "country" "group" "ST" "ASP" "GLN" "GLT" "GLY" "PGM" "TKT" "UNC"
1240 2 0 45 4 7 10 4 1 7 1
1241 2 0 45 4 7 10 4 1 7 1
1242 2 0 45 4 7 10 4 1 7 1
1243 2 0 45 4 7 10 4 1 7 1
1244 2 0 45 4 7 10 4 1 7 1
1245 2 0 45 4 7 10 4 1 7 1
1246 2 0 45 4 7 10 4 1 7 1
1247 2 0 45 4 7 10 4 1 7 1
1248 2 0 45 4 7 10 4 1 7 1
1249 2 0 45 4 7 10 4 1 7 1
1250 2 0 45 4 7 10 4 1 7 1
1251 2 0 45 4 7 10 4 1 7 1
1252 2 0 45 4 7 10 4 1 7 1
1253 2 0 45 4 7 10 4 1 7 1
1254 2 0 45 4 7 10 4 1 7 1
1255 2 0 45 4 7 10 4 1 7 1
1256 2 0 45 4 7 10 4 1 7 1
1257 2 0 45 4 7 10 4 1 7 1
1258 2 0 45 4 7 10 4 1 7 1
1259 2 0 45 4 7 10 4 1 7 1
1260 2 0 45 4 7 10 4 1 7 1
1261 2 0 45 4 7 10 4 1 7 1
1262 2 0 45 4 7 10 4 1 7 1
1263 2 0 45 4 7 10 4 1 7 1
1264 2 0 45 4 7 10 4 1 7 1
1265 2 0 45 4 7 10 4 1 7 1
1266 2 0 45 4 7 10 4 1 7 1
1267 2 0 45 4 7 10 4 1 7 1
1268 2 0 45 4 7 10 4 1 7 1
1269 2 0 45 4 7 10 4 1 7 1
1270 2 0 48 2 4 1 2 7 1 5
1271 2 0 48 2 4 1 2 7 1 5
1272 2 0 48 2 4 1 2 7 1 5
1273 2 0 48 2 4 1 2 7 1 5
1274 2 2 50 2 1 12 3 2 1 5
1275 2 2 50 2 1 12 3 2 1 5
1276 2 2 50 2 1 12 3 2 1 5
1277 2 2 50 2 1 12 3 2 1 5
1278 2 0 50 2 1 12 3 2 1 5
1279 2 0 50 2 1 12 3 2 1 5
1280 2 0 50 2 1 12 3 2 1 5
1281 2 0 50 2 1 12 3 2 1 5
1282 2 0 50 2 1 12 3 2 1 5
1283 2 0 50 2 1 12 3 2 1 5
1284 2 0 50 2 1 12 3 2 1 5
1285 2 0 50 2 1 12 3 2 1 5
1286 2 0 50 2 1 12 3 2 1 5
1287 2 0 50 2 1 12 3 2 1 5
1288 2 0 50 2 1 12 3 2 1 5
1289 2 0 50 2 1 12 3 2 1 5
1290 2 0 50 2 1 12 3 2 1 5
1291 2 0 137 4 7 10 4 42 7 1
1292 2 0 137 4 7 10 4 42 7 1
1293 2 0 137 4 7 10 4 42 7 1
1294 2 0 137 4 7 10 4 42 7 1
1295 2 2 230 4 7 41 4 42 7 1
1296 2 0 230 4 7 41 4 42 7 1
1297 2 0 230 4 7 41 4 42 7 1
1298 2 0 230 4 7 41 4 42 7 1
1299 2 0 230 4 7 41 4 42 7 1
1300 2 0 230 4 7 41 4 42 7 1
1301 2 0 230 4 7 41 4 42 7 1
1302 2 2 267 4 7 40 4 42 51 1
1303 2 2 267 4 7 40 4 42 51 1
1304 2 0 267 4 7 40 4 42 51 1
1305 2 0 267 4 7 40 4 42 51 1
1306 2 0 267 4 7 40 4 42 51 1
1307 2 0 267 4 7 40 4 42 51 1
1308 2 0 267 4 7 40 4 42 51 1
1309 2 0 267 4 7 40 4 42 51 1
1310 2 0 267 4 7 40 4 42 51 1
1311 2 0 267 4 7 40 4 42 51 1
1312 2 0 267 4 7 40 4 42 51 1
1313 2 0 383 4 7 12 4 42 51 1
1314 2 0 475 2 4 1 4 19 62 5
1315 2 0 583 4 7 10 4 42 51 1
1316 2 0 583 4 7 10 4 42 51 1
1317 2 2 677 10 81 50 99 120 76 52
1318 2 0 677 10 81 50 99 120 76 52
1319 2 0 677 10 81 50 99 120 76 52
1320 2 0 677 10 81 50 99 120 76 52
1321 2 0 677 10 81 50 99 120 76 52
1322 2 0 677 10 81 50 99 120 76 52
1323 2 0 677 10 81 50 99 120 76 52
1324 2 0 677 10 81 50 99 120 76 52
1325 2 0 677 10 81 50 99 120 76 52
1326 2 0 677 10 81 50 99 120 76 52
1327 2 0 677 10 81 50 99 120 76 52
1328 2 0 677 10 81 50 99 120 76 52
1329 2 0 677 10 81 50 99 120 76 52
1330 2 2 693 2 29 4 48 13 24 57
1331 2 2 794 10 81 50 87 120 76 52
1332 2 2 794 10 81 50 87 120 76 52
1333 2 0 794 10 81 50 87 120 76 52
1334 2 0 794 10 81 50 87 120 76 52
1335 2 2 883 2 17 2 3 2 1 5
1336 2 0 883 2 17 2 3 2 1 5
1337 2 0 883 2 17 2 3 2 1 5
1338 2 0 883 2 17 2 3 2 1 5
1339 2 0 883 2 17 2 3 2 1 5
1340 2 0 883 2 17 2 3 2 1 5
1341 2 0 883 2 17 2 3 2 1 5
1342 2 0 883 2 17 2 3 2 1 5
1343 2 2 1080 10 2 107 137 120 76 1
1344 2 2 1080 10 2 107 137 120 76 1
1345 2 0 1947 1 94 6 4 3 3 3
1346 2 0 1947 1 94 6 4 3 3 3
1347 2 0 1947 1 94 6 4 3 3 3
1348 2 0 1947 1 94 6 4 3 3 3
1349 2 0 1947 1 94 6 4 3 3 3
1350 2 0 1947 1 94 6 4 3 3 3
1351 2 0 1947 1 94 6 4 3 3 3
1352 2 2 1970 37 29 75 48 126 5 23
1353 2 2 1971 4 233 10 4 1 7 1
1354 2 2 2186 64 96 22 100 134 103 16
1355 2 0 4236 62 4 5 2 1 1 5
1399 2 0 11 48 7 10 4 1 7 1
1400 2 0 11 48 7 10 4 1 7 1
1401 2 0 11 48 7 10 4 1 7 1
1402 2 0 11 48 7 10 4 1 7 1
1403 2 0 11 48 7 10 4 1 7 1
1404 2 0 21 2 1 1 3 2 1 5
1405 2 0 22 1 3 6 4 3 3 3
1406 2 0 22 1 3 6 4 3 3 3
1407 2 0 22 1 3 6 4 3 3 3
1408 2 0 22 1 3 6 4 3 3 3
1409 2 0 22 1 3 6 4 3 3 3
1410 2 0 22 1 3 6 4 3 3 3
1411 2 0 22 1 3 6 4 3 3 3
1412 2 0 22 1 3 6 4 3 3 3
1413 2 0 22 1 3 6 4 3 3 3
1414 2 0 22 1 3 6 4 3 3 3
1415 2 0 45 4 7 10 4 1 7 1
1416 2 0 45 4 7 10 4 1 7 1
1417 2 0 45 4 7 10 4 1 7 1
1418 2 0 45 4 7 10 4 1 7 1
1419 2 0 45 4 7 10 4 1 7 1
1420 2 0 45 4 7 10 4 1 7 1
1421 2 0 45 4 7 10 4 1 7 1
1422 2 0 45 4 7 10 4 1 7 1
1423 2 0 45 4 7 10 4 1 7 1
1424 2 0 45 4 7 10 4 1 7 1
1425 2 0 45 4 7 10 4 1 7 1
1426 2 0 45 4 7 10 4 1 7 1
1427 2 0 45 4 7 10 4 1 7 1
1428 2 0 45 4 7 10 4 1 7 1
1429 2 0 45 4 7 10 4 1 7 1
1430 2 0 45 4 7 10 4 1 7 1
1431 2 0 45 4 7 10 4 1 7 1
1432 2 0 45 4 7 10 4 1 7 1
1433 2 0 45 4 7 10 4 1 7 1
1434 2 0 45 4 7 10 4 1 7 1
1435 2 0 45 4 7 10 4 1 7 1
1436 2 0 45 4 7 10 4 1 7 1
1437 2 0 45 4 7 10 4 1 7 1
1438 2 0 45 4 7 10 4 1 7 1
1439 2 0 45 4 7 10 4 1 7 1
1440 2 0 45 4 7 10 4 1 7 1
1441 2 0 45 4 7 10 4 1 7 1
1442 2 0 45 4 7 10 4 1 7 1
1443 2 0 45 4 7 10 4 1 7 1
1444 2 0 45 4 7 10 4 1 7 1
1445 2 0 45 4 7 10 4 1 7 1
1446 2 0 45 4 7 10 4 1 7 1
1447 2 0 45 4 7 10 4 1 7 1
1448 2 0 45 4 7 10 4 1 7 1
1449 2 0 45 4 7 10 4 1 7 1
1450 2 0 45 4 7 10 4 1 7 1
1451 2 0 45 4 7 10 4 1 7 1
1452 2 0 45 4 7 10 4 1 7 1
1453 2 0 45 4 7 10 4 1 7 1
1454 2 0 45 4 7 10 4 1 7 1
1455 2 0 45 4 7 10 4 1 7 1
1456 2 0 45 4 7 10 4 1 7 1
1457 2 0 45 4 7 10 4 1 7 1
1458 2 0 45 4 7 10 4 1 7 1
1459 2 0 45 4 7 10 4 1 7 1
1460 2 0 45 4 7 10 4 1 7 1
1461 2 0 45 4 7 10 4 1 7 1
1462 2 0 45 4 7 10 4 1 7 1
1463 2 0 45 4 7 10 4 1 7 1
1464 2 0 45 4 7 10 4 1 7 1
1465 2 0 45 4 7 10 4 1 7 1
1466 2 0 45 4 7 10 4 1 7 1
1467 2 0 45 4 7 10 4 1 7 1
1468 2 0 45 4 7 10 4 1 7 1
1469 2 0 45 4 7 10 4 1 7 1
1470 2 0 45 4 7 10 4 1 7 1
1471 2 0 45 4 7 10 4 1 7 1
1472 2 0 45 4 7 10 4 1 7 1
1473 2 0 45 4 7 10 4 1 7 1
1474 2 0 45 4 7 10 4 1 7 1
1475 2 0 45 4 7 10 4 1 7 1
1476 2 0 45 4 7 10 4 1 7 1
1477 2 0 45 4 7 10 4 1 7 1
1478 2 0 45 4 7 10 4 1 7 1
1479 2 0 45 4 7 10 4 1 7 1
1480 2 0 45 4 7 10 4 1 7 1
1481 2 0 45 4 7 10 4 1 7 1
1482 2 0 45 4 7 10 4 1 7 1
1483 2 0 45 4 7 10 4 1 7 1
1484 2 0 45 4 7 10 4 1 7 1
1485 2 0 45 4 7 10 4 1 7 1
1486 2 0 45 4 7 10 4 1 7 1
1487 2 0 45 4 7 10 4 1 7 1
1488 2 0 45 4 7 10 4 1 7 1
1489 2 0 45 4 7 10 4 1 7 1
1490 2 0 45 4 7 10 4 1 7 1
1491 2 0 45 4 7 10 4 1 7 1
1492 2 0 45 4 7 10 4 1 7 1
1493 2 0 45 4 7 10 4 1 7 1
1494 2 0 45 4 7 10 4 1 7 1
1495 2 0 45 4 7 10 4 1 7 1
1496 2 0 45 4 7 10 4 1 7 1
1497 2 0 45 4 7 10 4 1 7 1
1498 2 0 45 4 7 10 4 1 7 1
1499 2 0 45 4 7 10 4 1 7 1
1500 2 0 46 2 21 5 3 2 1 5
1501 2 0 48 2 4 1 2 7 1 5
1502 2 0 48 2 4 1 2 7 1 5
1503 2 0 48 2 4 1 2 7 1 5
1504 2 0 48 2 4 1 2 7 1 5
1505 2 0 48 2 4 1 2 7 1 5
1506 2 0 50 2 1 12 3 2 1 5
1507 2 0 50 2 1 12 3 2 1 5
1508 2 0 50 2 1 12 3 2 1 5
1509 2 0 50 2 1 12 3 2 1 5
1510 2 0 50 2 1 12 3 2 1 5
1511 2 0 50 2 1 12 3 2 1 5
1512 2 0 50 2 1 12 3 2 1 5
1513 2 0 50 2 1 12 3 2 1 5
1514 2 0 50 2 1 12 3 2 1 5
1515 2 0 50 2 1 12 3 2 1 5
1516 2 0 50 2 1 12 3 2 1 5
1517 2 0 50 2 1 12 3 2 1 5
1518 2 0 50 2 1 12 3 2 1 5
1519 2 0 50 2 1 12 3 2 1 5
1520 2 0 50 2 1 12 3 2 1 5
1521 2 0 50 2 1 12 3 2 1 5
1522 2 0 50 2 1 12 3 2 1 5
1523 2 0 50 2 1 12 3 2 1 5
1524 2 0 50 2 1 12 3 2 1 5
1525 2 0 50 2 1 12 3 2 1 5
1526 2 0 50 2 1 12 3 2 1 5
1527 2 0 50 2 1 12 3 2 1 5
1528 2 0 50 2 1 12 3 2 1 5
1529 2 0 50 2 1 12 3 2 1 5
1530 2 0 50 2 1 12 3 2 1 5
1531 2 0 50 2 1 12 3 2 1 5
1532 2 0 50 2 1 12 3 2 1 5
1533 2 0 50 2 1 12 3 2 1 5
1534 2 0 50 2 1 12 3 2 1 5
1535 2 0 50 2 1 12 3 2 1 5
1536 2 0 50 2 1 12 3 2 1 5
1537 2 0 50 2 1 12 3 2 1 5
1538 2 0 50 2 1 12 3 2 1 5
1539 2 0 50 2 1 12 3 2 1 5
1540 2 0 50 2 1 12 3 2 1 5
1541 2 0 50 2 1 12 3 2 1 5
1542 2 0 50 2 1 12 3 2 1 5
1543 2 0 50 2 1 12 3 2 1 5
1544 2 0 50 2 1 12 3 2 1 5
1545 2 0 50 2 1 12 3 2 1 5
1546 2 0 50 2 1 12 3 2 1 5
1547 2 0 50 2 1 12 3 2 1 5
1548 2 0 50 2 1 12 3 2 1 5
1549 2 0 50 2 1 12 3 2 1 5
1550 2 0 50 2 1 12 3 2 1 5
1551 2 0 50 2 1 12 3 2 1 5
1552 2 0 50 2 1 12 3 2 1 5
1553 2 0 50 2 1 12 3 2 1 5
1554 2 0 50 2 1 12 3 2 1 5
1555 2 0 50 2 1 12 3 2 1 5
1556 2 0 52 9 25 2 10 22 3 6
1557 2 0 52 9 25 2 10 22 3 6
1558 2 0 52 9 25 2 10 22 3 6
1559 2 0 122 6 4 5 2 2 1 5
1560 2 0 137 4 7 10 4 42 7 1
1561 2 0 137 4 7 10 4 42 7 1
1562 2 0 137 4 7 10 4 42 7 1
1563 2 0 137 4 7 10 4 42 7 1
1564 2 0 137 4 7 10 4 42 7 1
1565 2 0 137 4 7 10 4 42 7 1
1566 2 0 137 4 7 10 4 42 7 1
1567 2 0 137 4 7 10 4 42 7 1
1568 2 0 137 4 7 10 4 42 7 1
1569 2 0 137 4 7 10 4 42 7 1
1570 2 0 137 4 7 10 4 42 7 1
1571 2 0 137 4 7 10 4 42 7 1
1572 2 0 137 4 7 10 4 42 7 1
1573 2 0 137 4 7 10 4 42 7 1
1574 2 0 137 4 7 10 4 42 7 1
1575 2 0 137 4 7 10 4 42 7 1
1576 2 0 137 4 7 10 4 42 7 1
1577 2 0 227 2 4 5 2 2 1 5
1578 2 0 230 4 7 41 4 42 7 1
1579 2 0 230 4 7 41 4 42 7 1
1580 2 0 230 4 7 41 4 42 7 1
1581 2 0 230 4 7 41 4 42 7 1
1582 2 0 230 4 7 41 4 42 7 1
1583 2 0 230 4 7 41 4 42 7 1
1584 2 0 230 4 7 41 4 42 7 1
1585 2 0 230 4 7 41 4 42 7 1
1586 2 0 230 4 7 41 4 42 7 1
1587 2 0 230 4 7 41 4 42 7 1
1588 2 0 230 4 7 41 4 42 7 1
1589 2 0 230 4 7 41 4 42 7 1
1590 2 0 267 4 7 40 4 42 51 1
1591 2 0 267 4 7 40 4 42 51 1
1592 2 0 305 9 53 2 10 11 3 3
1593 2 0 334 4 7 40 4 42 7 1
1594 2 0 353 7 17 5 2 10 3 6
1595 2 0 383 4 7 12 4 42 51 1
1596 2 0 450 47 55 5 10 11 48 8
1597 2 0 451 2 1 2 3 2 3 5
1598 2 0 475 2 4 1 4 19 62 5
1599 2 0 475 2 4 1 4 19 62 5
1600 2 0 475 2 4 1 4 19 62 5
1601 2 0 538 4 7 10 4 42 25 1
1602 2 0 538 4 7 10 4 42 25 1
1603 2 0 538 4 7 10 4 42 25 1
1604 2 0 538 4 7 10 4 42 25 1
1605 2 0 572 62 4 5 2 2 1 5
1606 2 0 583 4 7 10 4 42 51 1
1607 2 0 586 1 2 42 4 98 58 34
1608 2 0 658 2 4 2 4 19 3 6
1609 2 0 677 10 81 50 99 120 76 52
1610 2 0 677 10 81 50 99 120 76 52
1611 2 0 677 10 81 50 99 120 76 52
1612 2 0 677 10 81 50 99 120 76 52
1613 2 0 677 10 81 50 99 120 76 52
1614 2 0 677 10 81 50 99 120 76 52
1615 2 0 677 10 81 50 99 120 76 52
1616 2 0 677 10 81 50 99 120 76 52
1617 2 0 677 10 81 50 99 120 76 52
1618 2 0 677 10 81 50 99 120 76 52
1619 2 0 677 10 81 50 99 120 76 52
1620 2 0 677 10 81 50 99 120 76 52
1621 2 0 677 10 81 50 99 120 76 52
1622 2 0 677 10 81 50 99 120 76 52
1623 2 0 677 10 81 50 99 120 76 52
1624 2 0 677 10 81 50 99 120 76 52
1625 2 0 677 10 81 50 99 120 76 52
1626 2 0 677 10 81 50 99 120 76 52
1627 2 0 677 10 81 50 99 120 76 52
1628 2 0 677 10 81 50 99 120 76 52
1629 2 0 677 10 81 50 99 120 76 52
1630 2 0 677 10 81 50 99 120 76 52
1631 2 0 677 10 81 50 99 120 76 52
1632 2 0 677 10 81 50 99 120 76 52
1633 2 0 677 10 81 50 99 120 76 52
1634 2 0 677 10 81 50 99 120 76 52
1635 2 0 677 10 81 50 99 120 76 52
1636 2 0 677 10 81 50 99 120 76 52
1637 2 0 794 10 81 50 87 120 76 52
1638 2 0 794 10 81 50 87 120 76 52
1639 2 0 794 10 81 50 87 120 76 52
1640 2 0 794 10 81 50 87 120 76 52
1641 2 0 794 10 81 50 87 120 76 52
1642 2 0 794 10 81 50 87 120 76 52
1643 2 0 794 10 81 50 87 120 76 52
1644 2 0 794 10 81 50 87 120 76 52
1645 2 0 794 10 81 50 87 120 76 52
1646 2 0 824 9 2 2 2 11 5 6
1647 2 0 883 2 17 2 3 2 1 5
1648 2 0 883 2 17 2 3 2 1 5
1649 2 0 918 2 4 1 4 19 1 5
1650 2 0 945 84 106 29 28 136 1 35
1651 2 0 945 84 106 29 28 136 1 35
1652 2 0 945 84 106 29 28 136 1 35
1653 2 0 1003 8 7 4 4 125 7 1
1654 2 0 1003 8 7 4 4 125 7 1
1655 2 0 1080 10 2 107 137 120 76 1
1656 2 0 1326 104 7 10 4 1 7 1
1657 2 0 1326 104 7 10 4 1 7 1
1658 2 0 1332 2 1 29 28 58 25 58
1659 2 0 1367 10 119 50 126 171 194 112
1660 2 0 1367 10 119 50 126 171 194 112
1661 2 0 1395 1 4 2 4 185 3 6
1662 2 0 1525 2 59 4 27 128 7 23
1663 2 0 1716 8 2 5 62 11 5 1
1664 2 0 1759 7 112 5 10 11 67 6
1665 2 0 1759 7 112 5 10 11 67 6
1666 2 0 1156 33 39 30 79 104 64 17
1667 2 0 1915 8 2 5 53 11 3 6
1668 2 0 1943 2 1 1 3 2 226 5
1669 2 0 1944 4 7 10 4 320 7 1
1670 2 0 1944 4 7 10 4 320 7 1
1671 2 0 1944 4 7 10 4 320 7 1
1672 2 0 1945 7 78 42 264 106 12 8
1673 2 0 1946 53 39 30 82 104 44 17
1674 2 0 1947 1 94 6 4 3 3 3
1675 2 0 1947 1 94 6 4 3 3 3
1676 2 0 1948 2 71 12 3 2 1 5
1677 2 0 1949 2 1 5 3 2 25 5
1678 2 0 1950 4 7 197 4 1 7 1
1679 2 0 1951 2 61 4 64 321 7 23
1680 2 0 1625 33 39 30 82 104 47 139
1681 2 0 1952 2 1 12 3 1 1 5
1682 2 0 1953 7 17 2 2 86 3 1
1683 2 0 1954 37 106 4 131 127 29 23
1684 2 0 1955 18 235 72 100 116 103 6
1685 2 0 1956 2 59 4 27 128 25 23
1686 2 0 1957 33 39 65 79 104 35 17
1687 2 0 1958 4 7 41 4 42 7 177
1688 2 0 1585 33 39 30 82 189 43 17
1689 2 0 1959 27 2 22 104 319 86 16
1690 2 0 1960 161 33 22 104 134 109 16
1691 2 0 1961 76 22 165 98 146 269 16
1692 2 0 1962 55 172 21 49 125 83 51
1693 2 0 1963 7 2 5 10 22 37 1
1694 2 0 1964 4 7 143 4 1 7 1
1695 2 0 1965 159 236 30 78 104 43 17
1696 2 0 1966 1 3 6 4 3 276 3
1697 2 0 1967 2 198 2 3 19 68 6
1698 2 0 1967 2 198 2 3 19 68 6
1699 2 0 1968 33 39 30 79 113 47 178
1700 2 0 1969 2 234 2 3 2 1 5
1701 2 0 1969 2 234 2 3 2 1 5
1702 2 0 1973 4 7 10 266 1 7 1
1703 2 0 1974 160 84 27 267 11 3 5
1704 2 8 45 4 7 10 4 1 7 1
1705 2 8 45 4 7 10 4 1 7 1
1706 2 8 50 2 1 12 3 2 1 5
1707 2 8 52 9 25 2 10 22 3 6
1708 2 2 11 48 7 10 4 1 7 1
1709 2 2 11 48 7 10 4 1 7 1
1710 2 2 11 48 7 10 4 1 7 1
1711 2 2 11 48 7 10 4 1 7 1
1712 2 2 11 48 7 10 4 1 7 1
1713 2 2 11 48 7 10 4 1 7 1
1714 2 2 11 48 7 10 4 1 7 1
1715 2 2 11 48 7 10 4 1 7 1
1716 2 2 11 48 7 10 4 1 7 1
1717 2 2 11 48 7 10 4 1 7 1
1718 2 2 11 48 7 10 4 1 7 1
1719 2 2 11 48 7 10 4 1 7 1
1720 2 2 42 1 2 3 4 5 9 3
1721 2 2 45 4 7 10 4 1 7 1
1722 2 2 45 4 7 10 4 1 7 1
1723 2 2 45 4 7 10 4 1 7 1
1724 2 2 45 4 7 10 4 1 7 1
1725 2 2 45 4 7 10 4 1 7 1
1726 2 2 45 4 7 10 4 1 7 1
1727 2 2 45 4 7 10 4 1 7 1
1728 2 2 45 4 7 10 4 1 7 1
1729 2 2 45 4 7 10 4 1 7 1
1730 2 2 45 4 7 10 4 1 7 1
1731 2 2 45 4 7 10 4 1 7 1
1732 2 2 45 4 7 10 4 1 7 1
1733 2 2 45 4 7 10 4 1 7 1
1734 2 2 45 4 7 10 4 1 7 1
1735 2 2 45 4 7 10 4 1 7 1
1736 2 2 45 4 7 10 4 1 7 1
1737 2 2 45 4 7 10 4 1 7 1
1738 2 2 45 4 7 10 4 1 7 1
1739 2 2 45 4 7 10 4 1 7 1
1740 2 2 45 4 7 10 4 1 7 1
1741 2 2 45 4 7 10 4 1 7 1
1742 2 2 45 4 7 10 4 1 7 1
1743 2 2 45 4 7 10 4 1 7 1
1744 2 2 45 4 7 10 4 1 7 1
1745 2 2 45 4 7 10 4 1 7 1
1746 2 2 45 4 7 10 4 1 7 1
1747 2 2 45 4 7 10 4 1 7 1
1748 2 2 45 4 7 10 4 1 7 1
1749 2 2 45 4 7 10 4 1 7 1
1750 2 2 45 4 7 10 4 1 7 1
1751 2 2 45 4 7 10 4 1 7 1
1752 2 2 45 4 7 10 4 1 7 1
1753 2 2 45 4 7 10 4 1 7 1
1754 2 2 45 4 7 10 4 1 7 1
1755 2 2 45 4 7 10 4 1 7 1
1756 2 2 45 4 7 10 4 1 7 1
1757 2 2 45 4 7 10 4 1 7 1
1758 2 2 45 4 7 10 4 1 7 1
1759 2 2 45 4 7 10 4 1 7 1
1760 2 2 45 4 7 10 4 1 7 1
1761 2 2 45 4 7 10 4 1 7 1
1762 2 2 45 4 7 10 4 1 7 1
1763 2 2 45 4 7 10 4 1 7 1
1764 2 2 45 4 7 10 4 1 7 1
1765 2 2 45 4 7 10 4 1 7 1
1766 2 2 45 4 7 10 4 1 7 1
1767 2 2 45 4 7 10 4 1 7 1
1768 2 2 45 4 7 10 4 1 7 1
1769 2 2 45 4 7 10 4 1 7 1
1770 2 2 45 4 7 10 4 1 7 1
1771 2 2 45 4 7 10 4 1 7 1
1772 2 2 45 4 7 10 4 1 7 1
1773 2 2 45 4 7 10 4 1 7 1
1774 2 2 45 4 7 10 4 1 7 1
1775 2 2 45 4 7 10 4 1 7 1
1776 2 2 45 4 7 10 4 1 7 1
1777 2 2 45 4 7 10 4 1 7 1
1778 2 2 45 4 7 10 4 1 7 1
1779 2 2 45 4 7 10 4 1 7 1
1780 2 2 45 4 7 10 4 1 7 1
1781 2 2 45 4 7 10 4 1 7 1
1782 2 2 45 4 7 10 4 1 7 1
1783 2 2 45 4 7 10 4 1 7 1
1784 2 2 45 4 7 10 4 1 7 1
1785 2 2 45 4 7 10 4 1 7 1
1786 2 2 45 4 7 10 4 1 7 1
1787 2 2 45 4 7 10 4 1 7 1
1788 2 2 45 4 7 10 4 1 7 1
1789 2 2 45 4 7 10 4 1 7 1
1790 2 2 45 4 7 10 4 1 7 1
1791 2 2 45 4 7 10 4 1 7 1
1792 2 2 45 4 7 10 4 1 7 1
1793 2 2 45 4 7 10 4 1 7 1
1794 2 2 45 4 7 10 4 1 7 1
1795 2 2 45 4 7 10 4 1 7 1
1796 2 2 45 4 7 10 4 1 7 1
1797 2 2 45 4 7 10 4 1 7 1
1798 2 2 45 4 7 10 4 1 7 1
1799 2 2 45 4 7 10 4 1 7 1
1800 2 2 45 4 7 10 4 1 7 1
1801 2 2 45 4 7 10 4 1 7 1
1802 2 2 45 4 7 10 4 1 7 1
1803 2 2 45 4 7 10 4 1 7 1
1804 2 2 45 4 7 10 4 1 7 1
1805 2 2 45 4 7 10 4 1 7 1
1806 2 2 45 4 7 10 4 1 7 1
1807 2 2 45 4 7 10 4 1 7 1
1808 2 2 45 4 7 10 4 1 7 1
1809 2 2 45 4 7 10 4 1 7 1
1810 2 2 45 4 7 10 4 1 7 1
1811 2 2 50 2 1 12 3 2 1 5
1812 2 2 50 2 1 12 3 2 1 5
1813 2 2 50 2 1 12 3 2 1 5
1814 2 2 50 2 1 12 3 2 1 5
1815 2 2 50 2 1 12 3 2 1 5
1816 2 2 50 2 1 12 3 2 1 5
1817 2 2 50 2 1 12 3 2 1 5
1818 2 2 50 2 1 12 3 2 1 5
1819 2 2 53 2 1 21 3 2 1 5
1820 2 2 53 2 1 21 3 2 1 5
1821 2 2 53 2 1 21 3 2 1 5
1822 2 2 137 4 7 10 4 42 7 1
1823 2 2 137 4 7 10 4 42 7 1
1824 2 2 137 4 7 10 4 42 7 1
1825 2 2 230 4 7 41 4 42 7 1
1826 2 2 230 4 7 41 4 42 7 1
1827 2 2 230 4 7 41 4 42 7 1
1828 2 2 230 4 7 41 4 42 7 1
1829 2 2 230 4 7 41 4 42 7 1
1830 2 2 230 4 7 41 4 42 7 1
1831 2 2 230 4 7 41 4 42 7 1
1832 2 2 230 4 7 41 4 42 7 1
1833 2 2 230 4 7 41 4 42 7 1
1834 2 2 230 4 7 41 4 42 7 1
1835 2 2 230 4 7 41 4 42 7 1
1836 2 2 230 4 7 41 4 42 7 1
1837 2 2 230 4 7 41 4 42 7 1
1838 2 2 230 4 7 41 4 42 7 1
1839 2 2 230 4 7 41 4 42 7 1
1840 2 2 267 4 7 40 4 42 51 1
1841 2 2 267 4 7 40 4 42 51 1
1842 2 2 267 4 7 40 4 42 51 1
1843 2 2 267 4 7 40 4 42 51 1
1844 2 2 267 4 7 40 4 42 51 1
1845 2 2 267 4 7 40 4 42 51 1
1846 2 2 267 4 7 40 4 42 51 1
1847 2 2 267 4 7 40 4 42 51 1
1848 2 2 267 4 7 40 4 42 51 1
1849 2 2 267 4 7 40 4 42 51 1
1850 2 2 267 4 7 40 4 42 51 1
1851 2 2 267 4 7 40 4 42 51 1
1852 2 2 267 4 7 40 4 42 51 1
1853 2 2 267 4 7 40 4 42 51 1
1854 2 2 267 4 7 40 4 42 51 1
1855 2 2 334 4 7 40 4 42 7 1
1856 2 2 356 14 17 5 2 11 3 6
1857 2 2 356 14 17 5 2 11 3 6
1858 2 2 356 14 17 5 2 11 3 6
1859 2 2 448 61 70 22 18 2 74 47
1860 2 2 451 2 1 2 3 2 3 5
1861 2 2 451 2 1 2 3 2 3 5
1862 2 2 451 2 1 2 3 2 3 5
1863 2 2 451 2 1 2 3 2 3 5
1864 2 2 451 2 1 2 3 2 3 5
1865 2 2 451 2 1 2 3 2 3 5
1866 2 2 451 2 1 2 3 2 3 5
1867 2 2 451 2 1 2 3 2 3 5
1868 2 2 451 2 1 2 3 2 3 5
1869 2 2 451 2 1 2 3 2 3 5
1870 2 2 451 2 1 2 3 2 3 5
1871 2 2 451 2 1 2 3 2 3 5
1872 2 2 451 2 1 2 3 2 3 5
1873 2 2 538 4 7 10 4 42 25 1
1874 2 2 583 4 7 10 4 42 51 1
1875 2 2 583 4 7 10 4 42 51 1
1876 2 2 583 4 7 10 4 42 51 1
1877 2 2 583 4 7 10 4 42 51 1
1878 2 2 586 1 2 42 4 98 58 34
1879 2 2 677 10 81 50 99 120 76 52
1880 2 2 677 10 81 50 99 120 76 52
1881 2 2 677 10 81 50 99 120 76 52
1882 2 2 677 10 81 50 99 120 76 52
1883 2 2 677 10 81 50 99 120 76 52
1884 2 2 677 10 81 50 99 120 76 52
1885 2 2 677 10 81 50 99 120 76 52
